Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,AM J PHYS ANTHROPOL,0002-9483,1096-8644,EVOLUTIONARY BIOLOGY - SCIE,"13,764",2.8,Q3,1.1,13.18%
JOURNAL OF VEGETATION SCIENCE,J VEG SCI,1100-9233,1654-1103,ECOLOGY - SCIE,"9,139",2.8,Q2,0.89,18.37%
APPLIED VEGETATION SCIENCE,APPL VEG SCI,1402-2001,1654-109X,ECOLOGY - SCIE,"2,787",2.8,Q2,0.85,21.37%
CHRONOBIOLOGY INTERNATIONAL,CHRONOBIOL INT,0742-0528,1525-6073,BIOLOGY - SCIE,"7,764",2.8,Q2,0.8,8.48%
JOURNAL OF EXPERIMENTAL BIOLOGY,J EXP BIOL,0022-0949,1477-9145,BIOLOGY - SCIE,"36,707",2.8,Q2,0.77,53.30%
Journal of Biological Dynamics,J BIOL DYNAM,1751-3758,1751-3766,ECOLOGY - SCIE,"1,126",2.8,Q2,0.64,99.14%
JOURNAL OF STORED PRODUCTS RESEARCH,J STORED PROD RES,0022-474X,1879-1212,ENTOMOLOGY - SCIE,"4,719",2.7,Q1,1.23,4.49%
JOURNAL OF THERMAL BIOLOGY,J THERM BIOL,0306-4565,1879-0992,BIOLOGY - SCIE,"6,989",2.7,Q2,1.11,6.61%
PALEOBIOLOGY,PALEOBIOLOGY,0094-8373,1938-5331,ECOLOGY - SCIE,"3,898",2.7,Q2,0.97,57.26%
PALEOBIOLOGY,PALEOBIOLOGY,0094-8373,1938-5331,EVOLUTIONARY BIOLOGY - SCIE,"3,898",2.7,Q3,0.97,57.26%
BIOMETRIKA,BIOMETRIKA,0006-3444,1464-3510,BIOLOGY - SCIE,"27,499",2.7,Q2,0.92,9.27%
FRESHWATER BIOLOGY,FRESHWATER BIOL,0046-5070,1365-2427,ECOLOGY - SCIE,"14,924",2.7,Q2,0.85,20.04%
Ecosphere,ECOSPHERE,2150-8925,2150-8925,ECOLOGY - SCIE,"12,408",2.7,Q2,0.81,63.67%
ORYX,ORYX,0030-6053,1365-3008,ECOLOGY - SCIE,"4,444",2.7,Q2,0.78,73.09%
OECOLOGIA,OECOLOGIA,0029-8549,1432-1939,ECOLOGY - SCIE,"33,109",2.7,Q2,0.77,25.76%
CRYOBIOLOGY,CRYOBIOLOGY,0011-2240,1090-2392,BIOLOGY - SCIE,"5,687",2.7,Q2,0.76,9.24%
Animal Biotelemetry,ANIM BIOTELEM,N/A,2050-3385,ECOLOGY - SCIE,814,2.7,Q2,0.74,100%
Conservation Physiology,CONSERV PHYSIOL,2051-1434,2051-1434,ECOLOGY - SCIE,"2,330",2.7,Q2,0.7,92.69%
Journal of Arid Environments,J ARID ENVIRON,0140-1963,1095-922X,ECOLOGY - SCIE,"10,784",2.7,Q2,0.65,6.74%
Journal of Plant Ecology,J PLANT ECOL,1752-9921,1752-993X,ECOLOGY - SCIE,"2,964",2.7,Q2,0.65,36.59%
ECOTOXICOLOGY,ECOTOXICOLOGY,0963-9292,1573-3017,ECOLOGY - SCIE,"7,173",2.7,Q2,0.62,9.38%
YALE JOURNAL OF BIOLOGY AND MEDICINE,YALE J BIOL MED,0044-0086,1551-4056,BIOLOGY - SCIE,"2,987",2.7,Q2,0.47,0%
JOURNAL OF SYSTEMATIC PALAEONTOLOGY,J SYST PALAEONTOL,1477-2019,1478-0941,EVOLUTIONARY BIOLOGY - SCIE,"1,599",2.6,Q3,0.96,7.74%
INSECT MOLECULAR BIOLOGY,INSECT MOL BIOL,0962-1075,1365-2583,ENTOMOLOGY - SCIE,"3,767",2.6,Q1,0.85,10.75%
INTERNATIONAL JOURNAL OF RADIATION BIOLOGY,INT J RADIAT BIOL,0955-3002,1362-3095,BIOLOGY - SCIE,"6,356",2.6,Q2,0.8,13.32%
Evolutionary Human Sciences,EVOL HUM SCI,N/A,2513-843X,EVOLUTIONARY BIOLOGY - ESCI,360,2.6,N/A,0.76,99.36%
ECOHYDROLOGY & HYDROBIOLOGY,ECOHYDROL HYDROBIOL,1642-3593,2080-3397,ECOLOGY - SCIE,"1,184",2.6,Q3,0.73,4.02%
Ecology and Evolution,ECOL EVOL,2045-7758,2045-7758,ECOLOGY - SCIE,"24,505",2.6,Q3,0.69,64.16%
Ecology and Evolution,ECOL EVOL,2045-7758,2045-7758,EVOLUTIONARY BIOLOGY - SCIE,"24,505",2.6,Q3,0.69,64.16%
Ecohydrology,ECOHYDROLOGY,1936-0584,1936-0592,ECOLOGY - SCIE,"3,910",2.6,Q3,0.61,11.78%
Evolutionary Bioinformatics,EVOL BIOINFORM,1176-9343,1176-9343,EVOLUTIONARY BIOLOGY - SCIE,"1,272",2.6,Q3,0.52,94.17%
MICROSCOPY RESEARCH AND TECHNIQUE,MICROSC RES TECHNIQ,1059-910X,1097-0029,BIOLOGY - SCIE,"7,232",2.5,Q3,1.15,2.97%
ZOOLOGICA SCRIPTA,ZOOL SCR,0300-3256,1463-6409,EVOLUTIONARY BIOLOGY - SCIE,"2,415",2.5,Q3,1.13,13.50%
BIOCONTROL,BIOCONTROL,1386-6141,1573-8248,ENTOMOLOGY - SCIE,"3,366",2.5,Q1,0.99,10.99%
MARINE ECOLOGY PROGRESS SERIES,MAR ECOL PROG SER,0171-8630,1616-1599,ECOLOGY - SCIE,"38,161",2.5,Q3,0.83,21.39%
Evolutionary Biology,EVOL BIOL,0071-3260,1934-2845,EVOLUTIONARY BIOLOGY - SCIE,"1,728",2.5,Q3,0.66,26.53%
Life Sciences in Space Research,LIFE SCI SPACE RES,2214-5524,2214-5532,BIOLOGY - SCIE,803,2.5,Q3,0.53,23.08%
CHEMISTRY AND ECOLOGY,CHEM ECOL,0275-7540,1029-0370,ECOLOGY - SCIE,"1,654",2.5,Q3,0.44,0%
APIDOLOGIE,APIDOLOGIE,0044-8435,1297-9678,ENTOMOLOGY - SCIE,"5,519",2.4,Q1,1.03,31.73%
BEHAVIORAL ECOLOGY,BEHAV ECOL,1045-2249,1465-7279,ECOLOGY - SCIE,"10,247",2.4,Q3,0.91,17.38%
Egyptian Journal of Biological Pest Control,EGYPT J BIOL PEST CO,1110-1768,2536-9342,ENTOMOLOGY - SCIE,"1,560",2.4,Q1,0.9,99.77%
JOURNAL OF PESTICIDE SCIENCE,J PESTIC SCI,1348-589X,1349-0923,ENTOMOLOGY - SCIE,"1,261",2.4,Q1,0.78,99.06%
Biology Open,BIOL OPEN,2046-6390,2046-6390,BIOLOGY - SCIE,"4,123",2.4,Q3,0.64,99.76%
Diversity-Basel,DIVERSITY-BASEL,N/A,1424-2818,ECOLOGY - SCIE,"5,249",2.4,Q3,0.63,99.69%
DEVELOPMENT GENES AND EVOLUTION,DEV GENES EVOL,0949-944X,1432-041X,EVOLUTIONARY BIOLOGY - SCIE,"1,660",2.4,Q3,0.42,40.74%
Palaeoentomology,PALAEOENTOMOLOGY,2624-2826,2624-2834,ENTOMOLOGY - ESCI,536,2.3,N/A,1.04,0%
BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,BEHAV ECOL SOCIOBIOL,0340-5443,1432-0762,ECOLOGY - SCIE,"12,497",2.3,Q3,0.95,33.98%
ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,ANN ENTOMOL SOC AM,0013-8746,1938-2901,ENTOMOLOGY - SCIE,"5,873",2.3,Q1,0.94,20.75%
JOURNAL OF WILDLIFE MANAGEMENT,J WILDLIFE MANAGE,0022-541X,1937-2817,ECOLOGY - SCIE,"11,668",2.3,Q3,0.91,19.86%
BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,BRAZ J MED BIOL RES,0100-879X,1414-431X,BIOLOGY - SCIE,"6,366",2.3,Q3,0.6,92.55%
JOURNAL OF CHEMICAL ECOLOGY,J CHEM ECOL,0098-0331,1573-1561,ECOLOGY - SCIE,"10,826",2.3,Q3,0.57,24.53%
Rangeland Ecology & Management,RANGELAND ECOL MANAG,1550-7424,1551-5028,ECOLOGY - SCIE,"3,185",2.3,Q3,0.55,22.44%
PEDOBIOLOGIA,PEDOBIOLOGIA,0031-4056,1873-1511,ECOLOGY - SCIE,"2,695",2.3,Q3,0.53,9.02%
JOURNAL OF ECONOMIC ENTOMOLOGY,J ECON ENTOMOL,0022-0493,1938-291X,ENTOMOLOGY - SCIE,"16,707",2.2,Q1,1.04,18.43%
JOURNAL OF INSECT PHYSIOLOGY,J INSECT PHYSIOL,0022-1910,1879-1611,ENTOMOLOGY - SCIE,"9,472",2.2,Q1,1.01,12.54%
EXPERIMENTAL AND APPLIED ACAROLOGY,EXP APPL ACAROL,0168-8162,1572-9702,ENTOMOLOGY - SCIE,"4,901",2.2,Q1,0.95,22.64%
ECOLOGICAL ENTOMOLOGY,ECOL ENTOMOL,0307-6946,1365-2311,ENTOMOLOGY - SCIE,"4,905",2.2,Q1,0.91,17.38%
INVERTEBRATE SYSTEMATICS,INVERTEBR SYST,1445-5226,1447-2600,EVOLUTIONARY BIOLOGY - SCIE,"1,215",2.2,Q3,0.87,9.32%
JOURNAL OF INSECT SCIENCE,J INSECT SCI,N/A,1536-2442,ENTOMOLOGY - SCIE,"3,878",2.2,Q1,0.87,92.66%
BMC Ecology and Evolution,BMC ECOL EVOL,N/A,2730-7182,ECOLOGY - SCIE,562,2.2,Q3,0.66,99.72%
BMC Ecology and Evolution,BMC ECOL EVOL,N/A,2730-7182,EVOLUTIONARY BIOLOGY - SCIE,562,2.2,Q3,0.66,99.72%
JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,J EXP ZOOL PART B,1552-5007,1552-5015,EVOLUTIONARY BIOLOGY - SCIE,"1,736",2.2,Q3,0.65,16.15%
ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY,ARCH INSECT BIOCHEM,0739-4462,1520-6327,ENTOMOLOGY - SCIE,"2,497",2.2,Q1,0.56,3.68%
TURKISH JOURNAL OF BIOLOGY,TURK J BIOL,1300-0152,1303-6092,BIOLOGY - SCIE,"1,718",2.2,Q3,0.52,92%
WEB ECOLOGY,WEB ECOL,2193-3081,1399-1183,ECOLOGY - SCIE,216,2.2,Q3,0.5,96.55%
REVISTA CHILENA DE HISTORIA NATURAL,REV CHIL HIST NAT,0716-078X,0717-6317,ECOLOGY - SCIE,"1,302",2.2,Q3,0.45,100%
Open Life Sciences,OPEN LIFE SCI,2391-5412,2391-5412,BIOLOGY - SCIE,"1,003",2.2,Q3,0.43,94.16%
JOURNAL OF MEDICAL ENTOMOLOGY,J MED ENTOMOL,0022-2585,1938-2928,ENTOMOLOGY - SCIE,"10,642",2.1,Q2,1.18,16.36%
Regional Studies in Marine Science,REG STUD MAR SCI,2352-4855,2352-4855,ECOLOGY - SCIE,"3,598",2.1,Q3,0.61,4.28%
BIOTROPICA,BIOTROPICA,0006-3606,1744-7429,ECOLOGY - SCIE,"7,075",2.1,Q3,0.58,12.68%
JOURNAL OF EVOLUTIONARY BIOLOGY,J EVOLUTION BIOL,1010-061X,1420-9101,ECOLOGY - SCIE,"9,931",2.1,Q3,0.58,29.83%
JOURNAL OF EVOLUTIONARY BIOLOGY,J EVOLUTION BIOL,1010-061X,1420-9101,EVOLUTIONARY BIOLOGY - SCIE,"9,931",2.1,Q3,0.58,29.83%
Biologia Futura,BIOL FUTURA,2676-8615,2676-8607,BIOLOGY - SCIE,273,2.1,Q3,0.36,42.65%
ARTHROPOD STRUCTURE & DEVELOPMENT,ARTHROPOD STRUCT DEV,1467-8039,1873-5495,ENTOMOLOGY - SCIE,"1,637",2,Q2,0.89,13.25%
EUROPEAN JOURNAL OF WILDLIFE RESEARCH,EUR J WILDLIFE RES,1612-4642,1439-0574,ECOLOGY - SCIE,"2,951",2,Q3,0.77,30.77%
JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,J EXP MAR BIOL ECOL,0022-0981,1879-1697,ECOLOGY - SCIE,"14,885",2,Q3,0.68,11.82%
JOURNAL OF THEORETICAL BIOLOGY,J THEOR BIOL,0022-5193,1095-8541,BIOLOGY - SCIE,"21,050",2,Q3,0.64,17.17%
JOURNAL FOR NATURE CONSERVATION,J NAT CONSERV,1617-1381,1618-1093,ECOLOGY - SCIE,"2,652",2,Q3,0.57,18.92%
Landscape and Ecological Engineering,LANDSC ECOL ENG,1860-1871,1860-188X,ECOLOGY - SCIE,868,2,Q3,0.53,6.92%
COMPTES RENDUS BIOLOGIES,CR BIOL,1631-0691,1768-3238,BIOLOGY - SCIE,"2,997",2,Q3,0.52,86.08%
ECOLOGICAL RESEARCH,ECOL RES,0912-3814,1440-1703,ECOLOGY - SCIE,"4,417",2,Q3,0.52,22.03%
JOURNAL OF RADIATION RESEARCH,J RADIAT RES,0449-3060,1349-9157,BIOLOGY - SCIE,"3,576",2,Q3,0.49,91.47%
AEROBIOLOGIA,AEROBIOLOGIA,0393-5965,1573-3025,BIOLOGY - SCIE,"1,755",2,Q3,0.45,22.41%
ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,ORIGINS LIFE EVOL B,0169-6149,1573-0875,BIOLOGY - SCIE,"1,843",2,Q3,0.44,29.27%
WETLANDS,WETLANDS,0277-5212,1943-6246,ECOLOGY - SCIE,"5,452",2,Q3,0.44,12.79%
MEDICAL AND VETERINARY ENTOMOLOGY,MED VET ENTOMOL,0269-283X,1365-2915,ENTOMOLOGY - SCIE,"3,274",1.9,Q2,1.05,12.86%
BULLETIN OF ENTOMOLOGICAL RESEARCH,B ENTOMOL RES,0007-4853,1475-2670,ENTOMOLOGY - SCIE,"4,252",1.9,Q2,0.91,12.32%
JOURNAL OF APPLIED ENTOMOLOGY,J APPL ENTOMOL,0931-2048,1439-0418,ENTOMOLOGY - SCIE,"3,900",1.9,Q2,0.83,14.41%
JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,J ZOOL SYST EVOL RES,0947-5745,1439-0469,EVOLUTIONARY BIOLOGY - SCIE,"1,536",1.9,Q3,0.82,67.53%
ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,ENTOMOL EXP APPL,0013-8703,1570-7458,ENTOMOLOGY - SCIE,"5,997",1.9,Q2,0.79,11.46%
JOURNAL OF INSECT CONSERVATION,J INSECT CONSERV,1366-638X,1572-9753,ENTOMOLOGY - SCIE,"2,838",1.9,Q2,0.78,25.97%
WILDLIFE RESEARCH,WILDLIFE RES,1035-3712,1448-5494,ECOLOGY - SCIE,"3,507",1.9,Q3,0.77,28.73%
JOURNAL OF APICULTURAL RESEARCH,J APICULT RES,0021-8839,2078-6913,ENTOMOLOGY - SCIE,"3,818",1.9,Q2,0.74,6.26%
WILDLIFE BIOLOGY,WILDLIFE BIOL,0909-6396,1903-220X,ECOLOGY - SCIE,"2,010",1.9,Q3,0.69,95.32%
JOURNAL OF MATHEMATICAL BIOLOGY,J MATH BIOL,0303-6812,1432-1416,BIOLOGY - SCIE,"6,274",1.9,Q3,0.55,27.14%
BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,BIOL J LINN SOC,0024-4066,1095-8312,EVOLUTIONARY BIOLOGY - SCIE,"9,879",1.9,Q3,0.54,7.14%
BIOMETRICS,BIOMETRICS,0006-341X,1541-0420,BIOLOGY - SCIE,"30,896",1.9,Q3,0.53,12.46%
EVOLUTIONARY ECOLOGY,EVOL ECOL,0269-7653,1573-8477,ECOLOGY - SCIE,"3,567",1.9,Q3,0.47,24.21%
EVOLUTIONARY ECOLOGY,EVOL ECOL,0269-7653,1573-8477,EVOLUTIONARY BIOLOGY - SCIE,"3,567",1.9,Q3,0.47,24.21%
PLANT SYSTEMATICS AND EVOLUTION,PLANT SYST EVOL,0378-2697,1615-6110,EVOLUTIONARY BIOLOGY - SCIE,"5,046",1.9,Q3,0.46,10.20%
POLAR RESEARCH,POLAR RES-SWEDEN,0800-0395,1751-8369,ECOLOGY - SCIE,"1,770",1.9,Q3,0.45,100%
BIOELECTROMAGNETICS,BIOELECTROMAGNETICS,0197-8462,1521-186X,BIOLOGY - SCIE,"2,813",1.9,Q3,0.43,10.53%
FLORA,FLORA,0367-2530,1618-0585,ECOLOGY - SCIE,"4,007",1.9,Q3,0.36,3.92%
Arthropod Systematics & Phylogeny,ARTHROPOD SYST PHYLO,1863-7221,1864-8312,ENTOMOLOGY - SCIE,426,1.8,Q2,1,71.21%
NEOTROPICAL ENTOMOLOGY,NEOTROP ENTOMOL,1519-566X,1678-8052,ENTOMOLOGY - SCIE,"2,495",1.8,Q2,0.69,4.59%
AQUATIC ECOLOGY,AQUAT ECOL,1386-2588,1573-5125,ECOLOGY - SCIE,"2,253",1.8,Q3,0.62,12.96%
Freshwater Science,FRESHW SCI,2161-9549,2161-9565,ECOLOGY - SCIE,"2,321",1.8,Q3,0.62,16.87%
International Journal for Parasitology-Parasites and Wildlife,INT J PARASITOL-PAR,2213-2244,2213-2244,ECOLOGY - SCIE,"1,663",1.8,Q3,0.61,94.13%
Polar Science,POLAR SCI,1873-9652,1876-4428,ECOLOGY - SCIE,"1,138",1.8,Q3,0.55,14.55%
ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,ACTA OECOL,1146-609X,1873-6238,ECOLOGY - SCIE,"3,430",1.8,Q3,0.49,5.18%
CHEMOECOLOGY,CHEMOECOLOGY,0937-7409,1423-0445,ECOLOGY - SCIE,"1,107",1.8,Q3,0.41,15.85%
ENVIRONMENTAL ENTOMOLOGY,ENVIRON ENTOMOL,0046-225X,1938-2936,ENTOMOLOGY - SCIE,"8,971",1.7,Q2,0.89,20.90%
JOURNAL OF VECTOR ECOLOGY,J VECTOR ECOL,1081-1710,1948-7134,ENTOMOLOGY - SCIE,"1,592",1.7,Q2,0.68,0%
ANNALS OF HUMAN BIOLOGY,ANN HUM BIOL,0301-4460,1464-5033,BIOLOGY - SCIE,"2,379",1.7,Q3,0.6,6.03%
PLANT ECOLOGY,PLANT ECOL,1385-0237,1573-5052,ECOLOGY - SCIE,"6,319",1.7,Q3,0.52,14.58%
POLAR BIOLOGY,POLAR BIOL,0722-4060,1432-2056,ECOLOGY - SCIE,"7,187",1.7,Q3,0.5,28.34%
Food Webs,FOOD WEBS,2352-2496,2352-2496,ECOLOGY - SCIE,519,1.7,Q3,0.46,9.52%
ELECTROMAGNETIC BIOLOGY AND MEDICINE,ELECTROMAGN BIOL MED,1536-8378,1536-8386,BIOLOGY - SCIE,998,1.7,Q3,0.45,6.15%
POPULATION ECOLOGY,POPUL ECOL,1438-3896,1438-390X,ECOLOGY - SCIE,"1,484",1.7,Q3,0.45,32.63%
RADIATION AND ENVIRONMENTAL BIOPHYSICS,RADIAT ENVIRON BIOPH,0301-634X,1432-2099,BIOLOGY - SCIE,"1,769",1.7,Q3,0.43,31.03%
COMMUNITY ECOLOGY,COMMUNITY ECOL,1585-8553,1588-2756,ECOLOGY - SCIE,856,1.7,Q3,0.38,15.15%
International Journal of Astrobiology,INT J ASTROBIOL,1473-5504,1475-3006,BIOLOGY - SCIE,842,1.7,Q3,0.36,25.35%
ORGANISMS DIVERSITY & EVOLUTION,ORG DIVERS EVOL,1439-6092,1618-1077,EVOLUTIONARY BIOLOGY - SCIE,"1,468",1.6,Q4,0.82,24.28%
AGRICULTURAL AND FOREST ENTOMOLOGY,AGR FOREST ENTOMOL,1461-9555,1461-9563,ENTOMOLOGY - SCIE,"1,719",1.6,Q2,0.77,18.54%
Aquatic Invasions,AQUAT INVASIONS,1798-6540,1818-5487,ECOLOGY - SCIE,"1,433",1.6,Q3,0.7,100%
Austral Entomology,AUSTRAL ENTOMOL,2052-1758,2052-174X,ENTOMOLOGY - SCIE,719,1.6,Q2,0.64,7.19%
Arthropod-Plant Interactions,ARTHROPOD-PLANT INTE,1872-8855,1872-8847,ENTOMOLOGY - SCIE,"1,605",1.6,Q2,0.61,15.84%
BIOSYSTEMS,BIOSYSTEMS,0303-2647,1872-8324,BIOLOGY - SCIE,"3,466",1.6,Q3,0.54,11.14%
BIOLOGICAL BULLETIN,BIOL BULL-US,0006-3185,1939-8697,BIOLOGY - SCIE,"4,691",1.6,Q3,0.48,3.36%
NEW ZEALAND JOURNAL OF ECOLOGY,NEW ZEAL J ECOL,0110-6465,1177-7788,ECOLOGY - SCIE,"1,344",1.6,Q3,0.47,89.53%
AUSTRALIAN SYSTEMATIC BOTANY,AUST SYST BOT,1030-1887,1446-5701,EVOLUTIONARY BIOLOGY - SCIE,868,1.6,Q4,0.44,32.14%
Theoretical Ecology,THEOR ECOL-NETH,1874-1738,1874-1746,ECOLOGY - SCIE,912,1.6,Q3,0.43,30.70%
Ecological Restoration,ECOL RESTOR,1543-4060,1543-4079,ECOLOGY - SCIE,570,1.6,Q3,0.42,9.62%
JOURNAL OF BIOLOGICAL SYSTEMS,J BIOL SYST,0218-3390,1793-6470,BIOLOGY - SCIE,595,1.6,Q3,0.4,1.82%
TROPICAL ECOLOGY,TROP ECOL,0564-3295,2661-8982,ECOLOGY - SCIE,"1,369",1.6,Q3,0.38,1.85%
Advancements in Life Sciences,ADV LIFE SCI-PAK,2310-5380,2310-5380,BIOLOGY - ESCI,310,1.6,N/A,0.37,0%
BIOCHEMICAL SYSTEMATICS AND ECOLOGY,BIOCHEM SYST ECOL,0305-1978,1873-2925,ECOLOGY - SCIE,"4,955",1.6,Q3,0.34,1.34%
BIOCHEMICAL SYSTEMATICS AND ECOLOGY,BIOCHEM SYST ECOL,0305-1978,1873-2925,EVOLUTIONARY BIOLOGY - SCIE,"4,955",1.6,Q4,0.34,1.34%
Integrative Organismal Biology,INTEGR ORGANISM BIOL,N/A,2517-4843,BIOLOGY - SCIE,373,1.5,Q3,0.8,79.63%
Integrative Organismal Biology,INTEGR ORGANISM BIOL,N/A,2517-4843,EVOLUTIONARY BIOLOGY - SCIE,373,1.5,Q4,0.8,79.63%
PHYSIOLOGICAL ENTOMOLOGY,PHYSIOL ENTOMOL,0307-6962,1365-3032,ENTOMOLOGY - SCIE,"2,055",1.5,Q2,0.79,13.70%
JOURNAL OF ASIA-PACIFIC ENTOMOLOGY,J ASIA-PAC ENTOMOL,1226-8615,1876-7990,ENTOMOLOGY - SCIE,"2,728",1.5,Q2,0.68,1.45%
INTERNATIONAL JOURNAL OF PEST MANAGEMENT,INT J PEST MANAGE,0967-0874,1366-5863,ENTOMOLOGY - SCIE,"1,541",1.5,Q2,0.63,2.80%
ECOLOGICAL MANAGEMENT & RESTORATION,ECOL MANAG RESTOR,1442-7001,1442-8903,ECOLOGY - SCIE,993,1.5,Q4,0.61,9.60%
AUSTRAL ECOLOGY,AUSTRAL ECOL,1442-9985,1442-9993,ECOLOGY - SCIE,"4,680",1.5,Q4,0.43,10.83%
PACIFIC CONSERVATION BIOLOGY,PAC CONSERV BIOL,1038-2097,2204-4604,ECOLOGY - ESCI,913,1.5,N/A,0.41,30.43%
BIOLOGIA,BIOLOGIA,0006-3088,1336-9563,BIOLOGY - SCIE,"3,850",1.5,Q3,0.39,4.83%
Theoretical Biology Forum,THEOR BIOL FORUM,2282-2593,2283-7175,BIOLOGY - SCIE,38,1.5,Q3,0.1,0%
JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,J AGR BIOL ENVIR ST,1085-7117,1537-2693,BIOLOGY - SCIE,"1,490",1.4,Q4,0.57,32.77%
PHYTOPARASITICA,PHYTOPARASITICA,0334-2123,1876-7184,ENTOMOLOGY - SCIE,"2,088",1.4,Q2,0.56,4.55%
ENVIRONMENTAL BIOLOGY OF FISHES,ENVIRON BIOL FISH,0378-1909,1573-5133,ECOLOGY - SCIE,"6,117",1.4,Q4,0.5,12.76%
BIOCONTROL SCIENCE AND TECHNOLOGY,BIOCONTROL SCI TECHN,0958-3157,1360-0478,ENTOMOLOGY - SCIE,"3,156",1.4,Q2,0.47,3.56%
FLORIDA ENTOMOLOGIST,FLA ENTOMOL,0015-4040,1938-5102,ENTOMOLOGY - SCIE,"3,679",1.4,Q2,0.44,75.84%
